A00, A01, A02, A03, A04, A05, A06, A07,A08, A09, A10, A11, A12, A13, A14, A15, A16, A17, A18, A19, A20, A21, A22, A23, A24, A25, ClaseReconocida
81.4295,0,123.498,73.9767,132.098,47.9019,118.492,67.0655,167.242,167.494,91.7275,88.2725,88.7271,82.6702,110.7,99.2203,179.035,147.492,137.182,105.767,117.052,36.816,102.679,139.313,118.007,97.9076,Ataque03
81.575,0,125.949,75.3014,129.457,50.5831,119.903,70.2814,173.947,177.99,91.7889,88.1714,105.689,91.5496,127.649,108.135,178.229,152.033,137.841,99.134,123.025,31.0405,73.7477,136.741,149.511,80.3161,Ataque03
75.1818,0,125.899,75.2868,129.467,50.574,119.904,70.3187,179.583,176.397,91.7531,88.2058,88.6054,82.8447,111.491,97.387,179.929,163.619,113.299,125.088,121.612,55.5275,108.628,142.725,108.648,83.8574,Ataque03
81.207,0,123.456,73.874,132.153,47.8156,119.967,70.358,179.324,173.169,91.7513,88.2798,88.473,91.7913,111.48,99.4022,179.824,151.845,137.138,105.888,116.974,36.8223,63.0672,160.861,136.071,89.955,Ataque03
75.0033,0,126.035,75.2951,129.63,50.3543,118.495,67.1018,173.141,176.933,91.6523,88.3633,88.4812,91.7477,111.461,99.9573,179.836,162.049,137.22,113.888,108.893,44.6249,98.5487,109.08,152.371,139.068,Ataque03
81.1875,0,123.513,73.9355,132.153,47.8062,119.997,70.2777,173.943,178.004,91.6826,88.3583,88.5342,91.7514,111.507,99.4103,179.912,148.59,137.282,113.569,109.149,44.5426,66.4836,144.179,149.337,103.423,Ataque03
92.4002,0,119.28,73.8416,132.227,47.7542,119.974,69.4345,174.005,174.31,91.7567,88.2616,88.4561,91.7559,111.442,98.9222,179.905,148.971,137.369,121.739,100.892,35.0752,43.1236,143.992,172.885,102.956,Ataque03
92.6105,0,119.08,73.7472,132.23,47.831,119.895,70.2989,174.745,178.835,91.7916,88.1477,88.416,91.706,108.7,102.369,177.54,150.315,154.313,113.991,91.6967,44.5995,106.9,161.996,91.1041,72.5125,Ataque03
81.3624,0,120.61,71.0245,141.464,52.4605,126.368,70.3414,178.05,174.71,85.2971,80.7781,105.554,91.6265,129.473,103.024,178.038,156.49,153.296,106.937,99.7673,36.9452,127.087,119.377,113.536,95.9328,Ataque03
81.3342,0,123.434,73.9728,131.952,48.0992,118.302,66.6506,175.145,175.171,91.8439,88.1049,105.579,91.5652,128.481,103.667,179.966,161.233,113.047,124.909,122.044,55.4605,121.817,129.942,108.241,91.1948,Ataque03
85.6156,123.801,121.919,126.959,129.278,50.6491,118.42,67.0359,169.494,165.468,91.6324,88.4405,88.6608,82.8193,108.01,101.619,175.776,142.396,114.252,113.609,132.139,45.1038,107.056,117.849,135.096,109.466,Ataque03
81.3437,0,123.5,74.0164,132.01,47.8737,118.441,66.6938,174.454,179.029,91.6512,88.4652,88.5811,91.534,107.961,110.18,174.81,143.795,156.288,112.233,91.4792,44.7447,106.157,96.059,157.784,131.721,Ataque03
75.1661,0,126.118,75.481,129.328,50.5759,118.421,66.6006,170.332,175.235,91.6533,88.4427,88.5417,82.9603,108.757,100.527,177.552,134.163,113.384,95.9518,150.664,26.8237,49.2475,142.406,168.346,100.594,Ataque03
81.3183,131.278,123.494,119.459,131.962,48.0071,118.376,66.6722,167.136,167.182,91.7747,88.2565,88.5591,82.9694,111.468,100.5,179.885,97.1799,154.295,102.546,103.159,33.4414,100.317,90.2556,169.427,27.0135,Ataque03
81.4337,140.3,123.433,111.689,131.965,48.0127,118.307,66.7031,148.195,137.717,91.8827,88.1391,105.459,91.7533,128.431,106.24,179.03,143.436,112.584,97.311,150.105,27.2371,42.9094,159.336,157.755,63.5847,Ataque03
81.4912,125.304,123.356,123.998,132.001,48.0104,118.34,66.66,148.144,140.988,91.796,88.1927,88.6223,91.6413,110.609,110.232,179.201,135.76,113.374,114.479,132.147,45.0151,69.385,134.386,156.229,93.3213,Ataque03
75.3047,0,125.89,75.3282,129.443,50.5958,118.399,66.6205,143.406,136.435,91.7593,88.2019,88.6305,91.5861,110.602,107.038,179.21,154.719,112.988,114.471,132.541,45.0889,142.297,103.969,113.734,155.203,Ataque03
72.6522,0,125.994,73.9225,132.089,47.9764,118.442,66.5934,147.891,144.338,91.7136,88.2208,88.6958,91.5514,110.686,108.095,178.35,157.846,154.926,106.919,98.1543,38.5118,112.694,108.604,138.703,155.074,Ataque03
81.4045,0,123.376,73.9315,132.098,47.9708,118.455,66.6138,174.45,178.852,91.7074,88.2241,88.6922,91.5629,110.687,104.653,178.266,164.966,137.654,120.639,101.707,52.3572,124.08,128.453,107.467,96.6771,Ataque03
85.444,0,121.823,75.2963,129.6,50.5097,118.434,67.2507,173.967,177.976,91.6972,88.1934,88.6874,82.8319,111.616,91.6353,179.927,169.235,136.809,103,120.19,33.7131,134.859,116.571,108.57,108.241,Ataque03
93.0438,0,123.821,76.3924,127.127,52.8795,118.454,66.6309,174.508,178.704,91.6661,88.3277,101.546,91.6085,120.932,108.224,175.697,135.104,112.803,106.9,140.297,27.7148,50.0061,114.904,164.91,110.046,Ataque03
107.27,0,106.831,73.0266,129.977,50.0421,118.454,66.615,173.989,174.34,91.7062,88.2746,88.574,91.7046,110.589,108.181,178.302,103.666,137.85,106.591,115.559,27.5466,79.9369,101.58,178.483,83.6767,Ataque03
92.9818,0,123.852,76.2695,127.226,52.8388,119.977,69.3648,173.161,176.868,91.7612,88.1735,88.5144,91.6959,110.589,107.225,178.412,121.447,113.529,105.355,141.116,36.9043,62.7376,124.753,172.51,122.289,Ataque03
85.9369,0,123.828,76.2556,127.237,45.4193,120.009,69.3314,154.319,161.787,91.7705,95.5733,88.5716,91.6784,110.619,106.214,178.45,151.479,154.776,99.6474,105.576,31.2374,102.346,99.6668,157.987,114.92,Ataque03
93.0844,0,123.784,76.2681,127.197,52.8409,119.935,69.3913,173.814,177.809,91.7796,88.183,101.459,91.6768,121.788,106.131,176.697,141.902,113.421,105.242,141.337,36.8919,44.5303,131.735,176.266,102.439,Ataque03
88.619,0,123.403,72.6542,138.64,47.8872,129.233,66.8157,156.189,156.316,85.1889,88.2841,88.6419,82.8723,111.631,94.4283,179.323,159.06,155.468,131.028,73.5043,38.2067,140.836,98.656,120.508,119.43,Ataque03
89.1455,0,125.801,73.9961,136.043,50.4435,126.531,70.3441,161.523,161.79,85.2153,88.2978,105.599,91.6832,126.864,99.9003,176.183,166.12,157.064,112.214,90.7218,45.1419,137.488,94.611,127.901,126.332,Ataque03
100.754,0,116.207,75.1772,127.16,52.9303,118.599,72.7946,161.205,161.212,91.618,88.2917,88.6144,91.6442,108.932,103.037,175.334,157.516,156.637,111.915,91.4484,44.7131,142.962,104.11,112.928,111.545,Ataque03
99.6049,134.3,117.802,119.438,124.905,55.1384,118.542,72.7261,161.461,158.068,89.923,90.0335,107.185,90.0226,126.588,101.845,178.329,141.727,155.076,114.052,90.872,44.8812,48.7359,135.245,176.019,94.5379,Ataque03
109.356,135.055,117.744,118.674,124.94,55.1116,118.649,68.2478,168.237,168.325,89.8846,90.0639,90.2795,90.0237,106.053,106.287,172.523,150.597,156.746,96.8081,106.446,29.871,103.486,113.869,142.645,116.547,Ataque03
109.428,134.488,117.725,119.149,125.003,55.0421,121.184,64.5442,131.144,118.246,89.9485,90.0062,90.3312,82.4012,108.854,100.688,176.505,143.258,138.333,105.353,116.314,37.0997,62.7146,127.816,169.469,90.5297,Ataque03
109.544,108.792,117.575,144.382,125.069,55.0125,121.117,64.6178,155.953,148.656,89.9254,89.9936,103.083,90.0334,119.529,108.312,174.402,139.936,138.839,120.985,100.176,52.8632,44.9521,107.13,152.082,96.6217,Ataque03
101.399,0,120.874,72.3516,129.881,50.2286,122.79,69.0316,150.83,143.311,91.7341,88.1564,105.403,91.8304,122.859,106.597,171.416,128.031,158.267,104.639,97.0941,38.7124,58.488,133.03,168.482,78.4168,Ataque03
101.262,0,120.931,72.3599,129.804,50.2481,122.785,73.9274,138.856,128.23,91.7794,88.1687,101.548,91.7438,118.761,104.717,172.44,152.151,175.232,125.938,58.8294,58.5696,103.442,98.902,157.656,156.962,Ataque03
102.165,0,121.085,72.3944,129.78,50.2896,122.715,68.9951,131.395,118.234,91.8371,88.0936,88.4157,83.8788,104.982,93.9806,172.72,160.784,139.434,121.165,99.4009,52.7948,97.6947,83.0422,179.263,65.4855,Ataque03
102.151,0,123.905,75.1767,127.072,52.9798,120.108,71.5146,150.849,143.399,89.9869,89.9616,90.2186,82.2443,108.564,91.1668,177.16,159.722,137.74,106.063,116.197,36.9848,126.803,100.497,132.7,44.9975,Ataque03
115.36,127.398,109.809,124.272,126.96,53.1262,121.059,64.67,156.251,149.225,90.0388,89.875,90.1385,90.1382,109.495,96.425,178.974,157.555,111.603,100.817,147.58,31.0209,106.11,137.718,116.172,71.8598,Ataque03
109.504,134.447,117.71,119.285,124.869,55.2168,121.086,69.3731,155.841,148.371,90.0025,89.9121,107.145,90.0079,126.552,102.439,178.268,155.319,154.658,107.62,97.7217,38.4547,101.559,111.355,147.086,33.5382,Ataque03
93.7956,136.455,123.869,116.535,127.017,53.0916,118.488,71.951,161.664,158.107,91.6611,88.2307,88.6237,91.6673,111.515,103.042,179.857,144.997,113.47,106.06,140.47,36.8586,43.9962,146.643,169.361,101.045,Ataque03
108.368,0,116.342,75.2383,127.015,53.0852,118.51,71.9974,168.618,168.603,91.6195,88.2804,88.4963,91.6806,109.631,98.9593,178.393,120.61,155.27,125.097,79.6332,55.485,71.4457,103.24,174.686,116.05,Ataque03
93.6974,136.647,123.938,116.409,127.049,53.0622,118.511,72.8535,168.627,168.719,91.5942,88.2946,88.6264,82.8826,111.503,93.6368,179.821,153.321,113.384,114.119,132.497,27.7536,102.187,120.724,137.089,134.424,Ataque03
101.943,153.84,117.71,101.312,124.882,55.2001,118.486,72.8452,167.356,167.367,91.6207,88.2975,88.5761,91.652,111.456,103.115,179.821,159.114,154.389,103.545,102.066,34.2055,29.7848,96.4144,126.199,147.604,Ataque03
93.5859,0,123.775,75.1361,133.614,52.8849,126.53,70.3173,167.327,167.387,85.153,88.348,88.6317,91.6061,111.56,106.126,179.796,160.423,112.963,96.6779,150.359,27.4994,111.766,112.82,135.413,40.582,Ataque03
92.9486,0,121.72,74.0228,136.033,50.4873,126.495,70.3875,161.447,157.859,85.1558,88.3242,88.6624,82.8746,111.612,93.6518,179.813,156.217,154.14,113.966,91.8945,44.7037,101.94,90.2452,167.815,54.5441,Ataque03
106.998,0,116.378,75.1764,127.111,52.9711,118.562,71.8915,163.089,159.403,91.6051,88.3125,88.6509,91.6259,111.535,103.135,179.823,155.478,154.1,114.028,91.8721,31.3959,143.845,88.3832,127.772,55.8422,Ataque03
107.044,126.84,116.394,124.842,133.522,52.97,126.619,71.2536,169.481,169.666,83.4232,90.085,114.473,89.8731,135.622,106.26,179.874,155.884,154.6,125.14,80.2595,31.3216,124.004,93.6766,142.32,124.308,Ataque03
109.463,133.77,117.817,120.054,124.826,55.2678,118.616,67.6429,168.434,168.467,91.5672,88.3388,105.768,91.5619,128.633,106.112,179.318,142.142,156.311,124.571,79.1176,55.7649,44.5246,120.229,164.754,109.614,Ataque03
93.6152,0,123.941,75.2023,127.12,52.9228,120.166,72.6442,138.48,131.471,91.6548,88.3021,105.709,91.6125,128.672,109.105,179.831,145.455,113.485,114.571,131.944,45.0661,104.564,127.71,127.725,93.5333,Ataque03
101.09,0,123.901,75.1673,127.15,52.9245,118.539,68.3504,131.013,124.443,91.6469,88.2781,88.7233,82.6341,111.681,97.2466,179.812,159.338,154.648,106.218,99.1343,36.9945,127.713,122.491,109.796,99.4711,Ataque03
101.863,134.811,117.789,118.925,131.467,55.0269,126.648,66.8497,161.314,158.127,85.075,88.4316,88.7322,82.6686,111.594,93.4858,179.903,150.885,154.931,100.455,104.614,31.3413,105.868,130.006,124.126,105.078,Ataque03
109.477,134.398,117.694,119.338,131.399,55.1104,126.61,66.7977,169.391,169.582,85.1086,88.3824,105.58,91.6725,128.425,105.365,179.175,101.16,156.245,113.217,90.538,44.8874,97.4795,102.718,159.802,77.3044,Ataque03
93.7436,127.196,123.747,124.334,127.275,52.7671,118.719,67.6602,172.846,176.555,89.8106,90.1473,90.8448,82.0716,112.033,98.3834,179.925,148.434,154.896,106.342,98.7614,37.1518,105.38,131.071,123.548,97.8156,Ataque03
134.367,133.423,102.198,120.767,123.136,56.9891,122.992,66.8815,161.236,157.521,89.8565,90.0188,107.655,81.891,123.367,94.403,171.486,171.678,158.184,104.998,96.8183,39.0185,119.518,138.937,101.545,91.0249,Ataque03
126.626,109.359,102.406,145.676,123.064,57.0384,121.212,63.9631,163.031,158.943,89.9173,89.9799,90.4201,89.8887,108.825,106.221,176.421,168.695,156.018,121.1,82.8812,52.8414,102.928,148.018,109.054,108.628,Ataque03
126.917,150.971,102.013,104.54,123.072,57.0508,118.596,66.9576,150.88,138.834,91.5537,88.3235,88.5394,82.8234,108.666,99.4945,175.454,157.304,139.719,130.067,90.214,62.6783,28.5001,119.695,148.195,127.599,Ataque03
126.949,151.5,101.922,104.054,123.076,57.0519,122.962,66.7518,161.489,153.664,89.8644,90.0081,107.193,89.9351,125.641,105.495,175.553,158.567,157.497,130.739,71.764,62.9025,70.007,135.531,154.462,102.307,Ataque03
134.323,151.566,102.349,103.988,123.048,57.0547,121.166,63.6966,168.407,168.435,89.8887,90.0085,103.136,89.968,118.791,106.612,172.79,68.6709,157.375,130.215,72.4099,62.7069,115.265,40.3908,155.656,126.866,Ataque03
134.33,151.66,102.339,103.874,123.049,57.0686,118.523,66.6353,163.117,155.271,89.9175,89.9653,90.3165,82.3832,108.829,99.8109,175.658,133.511,157.071,120.305,82.6242,52.8832,51.7005,139.724,168.576,91.8149,Ataque03
134.368,134.042,102.271,120.163,123.054,57.0472,118.482,66.5592,167.147,163.42,89.9247,89.9742,90.3264,82.354,108.841,97.85,176.647,153.757,155.998,124.33,79.672,55.8358,100.735,135.769,123.496,123.573,Ataque03
134.474,133.663,102.105,120.501,123.099,57.0125,118.5,66.6223,161.282,153.84,89.9197,89.9689,90.3764,82.3233,108.888,97.8193,174.534,154.915,158.547,125.277,76.1757,58.9527,32.8595,114.314,147.173,127.74,Ataque03
134.651,133.59,101.923,120.594,123.094,56.9679,121.185,63.3264,167.223,163.728,89.887,90.0512,90.3038,82.3669,108.832,97.0458,175.688,153.091,157.473,130.702,71.825,62.8732,34.2655,165.997,159.737,91.7957,Ataque03
134.565,133.983,102.088,120.29,122.972,57.1078,121.073,63.3038,168.348,164.437,89.9417,89.9788,90.2979,89.957,108.832,105.388,174.619,153.121,160.765,134.393,26.3726,43.4042,33.2774,168.481,158.242,101.451,Ataque03
134.532,133.952,102.103,120.319,122.979,57.0941,121.106,63.2982,167.253,163.677,89.9497,89.9772,90.277,82.3809,108.818,99.7658,175.707,150.526,156.979,120.446,82.5747,52.9497,34.6673,168.042,157.29,71.4551,Ataque03
134.56,134.044,102.058,120.26,122.985,57.1269,121.119,63.5599,168.452,164.653,89.8997,89.9882,90.3147,89.9457,108.818,108.298,175.594,143.241,156.898,130.198,72.9046,62.5994,40.914,116.748,157.662,123.567,Ataque03
134.433,151.475,102.268,104.123,122.962,57.0918,121.067,64.0573,161.341,157.621,89.9498,89.9967,103.15,89.9187,119.587,105.434,174.479,156.697,156.57,131.699,71.731,62.9068,30.3753,82.973,113.348,178.792,Ataque03
134.599,151.385,102.122,104.188,122.93,57.1034,122.7,66.1137,167.005,166.874,89.9732,89.9933,90.2476,82.3515,105.857,97.9408,173.712,150.35,113.841,124.235,121.924,55.7727,36.8265,102.772,139.599,134.757,Ataque03
134.397,152.491,102.348,103.122,122.964,57.115,122.737,66.1073,167.13,163.461,89.9706,89.9507,103.153,89.9201,119.619,102.496,173.568,159.056,157.622,135.064,67.3139,67.5461,97.874,107.852,154.274,139.825,Ataque03
134.619,0,101.991,76.5358,122.989,57.043,122.758,66.1959,173.07,173.1,89.9767,89.9909,90.2092,82.1856,105.82,96.8909,173.622,153.908,138.921,130.997,90.0813,62.4543,101.221,92.6895,166.09,147.733,Ataque03
134.642,134.214,101.92,119.945,122.996,57.0457,122.72,66.2071,173.094,173.078,90.0106,89.9474,90.1731,90.0071,108.518,105.519,176.352,150.373,156.571,121.434,81.995,52.984,104.283,90.4682,165.249,147.077,Ataque03
134.822,134.008,101.748,120.128,123.048,56.9866,122.714,66.2202,173.746,173.773,89.9827,89.9828,90.2303,89.9838,108.69,105.468,174.413,148.559,176.344,129.399,54.2569,63.1662,105.973,108.46,145.567,131.779,Ataque03
134.706,0,101.852,76.4821,123.056,56.9686,122.783,66.1702,172.972,173.016,89.9709,90.0044,90.2991,82.2022,108.773,97.6488,177.462,153.842,155.573,125.39,79.0365,55.9494,126.461,90.8798,142.659,168.211,Ataque03
134.396,134.102,102.269,120.082,123.065,56.9556,120.047,70.4976,173.068,173.19,89.9644,90.0154,90.3665,82.1436,108.844,94.0076,175.504,157.511,175.213,118.351,66.4362,51.1002,101.876,79.5917,178.533,65.3713,Ataque03
134.322,134.581,102.262,119.513,123.084,56.9179,121.875,72.2482,172.839,172.938,90.0458,89.9527,107.644,81.9795,126.064,97.3607,175.341,159.811,175.334,125.976,58.6891,41.6715,139.228,122.097,98.6748,99.6047,Ataque03
134.456,133.611,102.131,120.375,123.201,56.8071,121.868,73.4136,172.068,172.229,90.0558,89.9363,107.81,81.9384,125.462,97.2463,174.627,150.685,175.389,130.564,54.0466,63.0334,104.952,121.302,133.746,108.395,Ataque03
134.415,0,102.204,76.4097,123.16,56.8732,121.938,73.5106,165.548,165.658,89.9919,89.9748,107.945,81.9439,125.588,97.3466,174.62,164.419,175.493,126.082,58.425,58.6651,108.64,126.786,124.574,99.0447,Ataque03
134.473,134.273,102.221,119.973,122.971,57.0542,121.842,72.1863,167.056,163.56,90.0377,89.9375,90.2859,82.2366,108.766,96.8358,174.403,154.117,158.789,125.703,33.0853,59.2599,33.2757,78.4427,111.718,154.276,Ataque03
134.614,133.886,102.064,120.319,123.019,56.9686,122.715,65.6102,173.178,173.368,89.9912,90.021,107.063,89.9804,126.492,104.606,176.459,150.339,157.461,120.82,81.7184,53.4083,36.295,36.295,0,0,Ataque03
134.866,134.366,101.769,119.884,122.994,57.0432,121.054,63.7069,173.128,173.194,89.9785,89.9845,107.082,89.9693,126.445,102.454,176.397,158.631,157.012,118.599,84.3886,51.2923,97.6049,107.935,154.46,152.663,Ataque03
134.218,113.53,105.182,144.815,120.274,59.795,121.018,63.9769,167.218,163.63,89.9506,89.9807,90.277,89.9911,108.803,105.356,176.648,128.679,113.833,113.466,132.701,45.102,58.4272,125.359,176.214,99.3265,Ataque03
134.559,152.365,102.129,103.17,123.071,57.023,120.995,64.0658,168.629,164.822,90.0054,89.9005,90.1244,82.4472,106.646,97.0521,175.482,151.296,112.922,125.414,121.664,55.8986,35.1224,147.576,177.302,127.123,Ataque03
134.16,108.212,102.513,146.009,123.025,57.0715,120.986,64.0289,167.394,163.821,91.6764,88.2274,101.41,91.6947,119.598,105.403,174.542,151.482,156.063,113.119,90.8182,44.9378,35.5593,110.718,146.277,128.072,Ataque03
95.6622,110.011,141.077,144.223,122.981,57.0797,120.928,64.1031,173.146,176.72,91.7391,88.2002,101.446,91.6518,119.652,105.488,174.546,151.288,156.772,131.456,71.772,62.9297,35.6295,114.004,149.633,124.802,Ataque03
133.843,134.383,102.923,120.37,122.816,57.2415,124.545,70.7181,167.469,163.805,91.8771,88.0655,101.672,83.8509,118.227,93.3876,171.772,160.987,175.231,126.183,58.5859,58.8779,124.168,98.3295,137.502,119.624,Ataque03
94.9872,0,141.782,76.9857,123.013,56.9931,124.533,70.8255,167.169,163.593,91.7831,88.2106,88.2641,83.9493,105.482,96.1435,173.388,154.617,174.052,119.414,66.534,51.1954,101.234,104.997,153.769,40.7254,Ataque03
133.917,134.385,102.735,120.304,122.978,57.0374,124.579,70.8406,167.215,163.722,91.8091,88.1757,88.2353,83.9213,102.013,93.4223,167.646,157.438,159.115,117.083,83.8016,51.1706,102.436,88.4602,169.104,143.583,Ataque03
127.356,133.777,99.4187,117.8,125.611,47.773,124.548,70.8325,160.672,167.404,91.9947,94.6217,101.583,91.8337,115.018,101.18,167.152,168.529,176.567,133.647,49.7864,67.6063,123.367,111.286,125.348,131.973,Ataque03
127.293,111.764,103.713,144.082,121.277,58.7045,124.57,69.6132,167.146,163.619,91.8181,88.2002,88.2836,91.7737,102.138,104.735,168.843,152.687,157.292,137.499,65.209,69.7911,33.4553,123.114,156.569,22.8137,Ataque03
128.503,0,100.825,74.3006,123.879,49.4804,124.62,69.6652,160.605,167.373,91.7897,94.8505,101.447,91.7948,118.752,104.042,173.467,153.21,139.154,130.911,89.9341,62.4717,33.3963,166.295,160.309,90.9889,Ataque03
127.34,0,103.648,77.3064,121.306,51.9899,126.713,71.7275,160.761,167.641,91.7231,94.9814,88.3289,91.7423,102.63,101.941,169.569,153.758,175.467,134.815,49.7179,67.0735,34.8364,138.573,173.41,6.44491,Ataque03
110.003,134.487,119.355,120.233,122.92,50.3212,124.559,69.5093,160.566,167.475,91.7673,94.9918,88.4264,83.7597,102.16,93.8693,168.956,160.506,175.534,125.945,58.5205,58.6393,140.003,82.3659,137.631,135.13,Ataque03
127.532,110.299,101.981,144.004,122.852,56.9488,124.554,75.1746,167.206,167.524,91.7913,88.4082,88.4144,83.7052,101.577,93.2886,169.438,161.511,156.886,113.32,89.7943,45.0547,98.0956,83.0299,178.874,135.795,Ataque03
127.493,111.593,101.908,142.684,122.913,56.8654,124.53,73.826,167.22,167.596,91.8836,88.3376,101.663,91.7147,117.592,101.159,171.09,161.546,157.927,125.786,76.2877,58.508,97.2273,82.8459,179.927,153.776,Ataque03
109.857,0,117.725,75.19,132.16,55.0718,131.828,69.5534,167.344,167.693,84.3958,88.3726,88.2575,91.7313,101.983,101.27,169.88,157.275,174.44,135.811,49.7486,43.3362,101.089,79.4509,179.46,178.718,Ataque03
109.778,0,117.699,75.1422,132.209,55.0048,131.832,69.5042,167.288,167.726,84.3476,88.4387,88.3923,83.8328,104.991,93.4223,173.843,141.896,155.289,124.972,79.739,55.4979,70.3103,143.484,146.206,81.4642,Ataque03
127.378,0,102.062,75.72,122.908,50.1844,124.601,72.4895,154.917,162.048,91.7972,95.1102,101.78,83.7206,118.406,93.1407,172.896,165.129,156.738,121.163,82.0991,52.8568,94.0177,86.1554,179.827,153.902,Ataque03
134.578,0,102.281,75.685,122.94,56.942,121.744,78.2748,167.196,167.566,91.8214,88.2969,99.2365,83.7998,113.105,90.9315,168.989,166.124,158.281,126.069,75.6496,58.8307,96.2172,111.88,151.902,90.9056,Ataque03
134.982,151.865,101.841,102.721,122.978,50.1334,123.794,82.7168,160.352,171.001,91.9262,94.9629,99.1104,84.0288,109.795,90.2008,163.341,176.232,160.452,120.838,78.7099,56.037,119.207,108.294,132.498,121.242,Ataque03
134.649,0,102.102,75.6158,129.57,56.8928,125.192,74.1244,167.144,167.46,85.1605,88.3769,88.5011,76.1601,101.713,83.8692,168.444,165.773,157.934,118.047,84.0185,51.0301,95.0378,125.048,139.914,78.2994,Ataque03
127.167,0,102.351,75.7237,122.827,57.0584,124.531,73.7869,167.281,167.532,91.8386,88.276,99.2632,83.7096,113.121,95.9638,170.131,151.833,157.363,131.224,71.4128,62.5699,101.865,139.538,118.596,102.588,Ataque03
144.89,149.367,83.6511,103.902,123.843,49.493,126.698,71.735,160.894,167.69,91.736,94.9282,101.32,91.7034,118.679,98.1096,173.655,159.572,138.734,138.054,83.2125,69.7145,32.8316,32.8316,0,0,Ataque03
111.227,134.607,116.433,116.982,125.643,47.7535,121.811,72.405,160.646,167.299,91.7639,94.8395,101.589,83.8177,118.954,93.3742,173.568,165.278,156.674,130.909,72.4161,62.5726,25.2743,25.2743,0,0,Ataque03
127.395,134.305,99.4038,117.296,125.585,47.7874,124.517,69.6945,160.725,167.376,91.8074,94.8199,88.408,83.8169,105.016,93.3867,172.878,164.676,156.269,130.949,72.7817,62.7485,93.9676,86.1066,179.926,64.7475,Ataque03
134.084,107.679,102.697,146.479,122.949,56.9984,126.518,73.5165,173.245,173.414,91.8954,88.1567,88.3133,83.8299,102.021,92.859,170.826,164.985,155.564,114.894,89.5417,45.5517,26.9696,85.6575,112.627,135.679,Ataque03
134.089,108.905,102.584,145.284,122.967,50.3646,126.466,73.4213,160.925,167.816,91.9765,94.6923,101.603,91.8024,115.579,100.645,168.834,169.171,175.349,123.487,61.1643,56.1633,23.1688,88.4611,111.63,163.182,Ataque03
128.917,149.597,100.539,103.655,123.785,56.2015,126.532,71.8497,173.111,173.09,91.882,88.1316,88.3713,91.7385,105.034,104.634,173.876,151.932,155.505,139.524,64.9713,69.1739,34.4534,163.547,162,17.8247,Ataque03
133.935,134.657,102.853,120.078,122.93,57.0929,124.567,69.6143,172.935,172.887,91.8968,88.0803,101.687,91.7887,115.648,101.189,167.789,161.384,176.464,124.846,58.6901,58.8055,97.7113,82.8318,179.457,65.1913,Ataque03
134.082,109.314,102.566,144.961,122.953,57.0669,122.665,67.776,167.169,163.579,91.7633,88.2169,101.67,83.7923,119.058,96.7059,172.718,154.594,162.563,126.326,36.2376,41.9427,101.238,79.7079,179.054,135.893,Ataque03
134.141,109.288,105.204,147.69,120.244,59.7436,122.735,67.7319,172.96,172.986,90.0274,89.9852,90.319,82.2148,108.782,100.455,175.535,149.648,175.342,126.266,58.3919,41.9357,127.658,111.646,120.697,127.975,Ataque03
151.287,134.079,85.3477,120.115,123.066,56.9169,122.759,67.7244,172.884,172.853,90.0379,89.9792,90.3403,89.9808,108.936,105.365,176.677,156.294,156.143,113.441,90.4165,45.0499,31.0513,108.697,139.748,134.962,Ataque03
134.23,108.67,105.155,148.325,120.232,59.7738,122.699,66.9558,172.983,173.076,90.0319,89.9625,90.2884,90.0139,106.05,102.385,171.489,156.223,158.509,118.908,82.5825,52.8521,101.102,123.708,135.19,121.166,Ataque03
134.109,112.902,105.257,145.447,120.246,59.81,121.082,63.743,167.218,163.666,89.9506,89.9933,90.2802,89.9982,108.743,105.411,176.505,151.375,155.716,113.431,90.8529,45.0077,35.4371,140.024,175.461,105.472,Ataque03
109.183,110.696,120.905,145.889,122.082,57.9837,121.043,63.6722,167.119,163.464,89.9197,90.0149,90.2221,82.3413,105.878,100.656,174.635,157.864,112.687,114.751,132.562,45.2711,27.4494,86.6956,114.145,165.555,Ataque03
110.196,125.973,117.873,126.353,124.984,55.1305,121.023,63.6383,167.095,163.405,89.9275,89.9577,103.236,89.862,118.844,106.137,173.717,168.095,155.379,99.594,105.027,31.3145,99.9631,125.567,134.47,130.4,Ataque03
126.336,134.718,105.348,122.659,120.334,59.7526,120.975,64.0624,167.154,163.512,89.9384,89.9752,90.2952,82.1134,105.803,95.3718,173.523,176.832,156.372,113.369,90.2592,45.1708,106.349,145.022,108.629,101.279,Ataque03
143.625,134.288,85.2874,119.912,123.166,56.9472,121.037,63.9942,167.141,163.574,89.8839,90.0033,103.247,89.8576,118.868,103.856,173.661,175.313,155.101,101.809,103.09,33.5776,99.3583,129.395,131.247,122.696,Ataque03
108.996,108.777,120.977,146.407,122.142,57.9594,121.08,63.9975,161.122,153.678,89.94,89.9582,90.4584,82.093,106.196,98.325,173.344,168.535,113.391,91.3808,155.228,23.5689,103.628,133.51,122.862,97.018,Ataque03
109.119,107.948,120.823,147.276,122.133,57.9731,121.092,64.0571,166.833,163.177,89.8981,89.9959,107.6,81.9823,123.348,97.3378,172.401,159.41,139.338,96.5261,124.136,29.7587,95.4547,130.031,134.514,91.0684,Ataque03
