A00, A01, A02, A03, A04, A05, A06, A07,A08, A09, A10, A11, A12, A13, A14, A15, A16, A17, A18, A19, A20, A21, A22, A23, A24, A25, ClaseReconocida
117.377,0,93.9016,69.4124,76.1287,144.843,150.077,147.134,77.7488,107.084,42.6825,96.3459,110.369,86.2968,142.614,112.417,148.063,168.917,133.027,101.094,125.879,52.9795,41.7696,166.929,151.301,27.1715,20
152.547,124.903,60.118,123.315,77.5943,143.774,153.486,153.446,78.2324,111.045,42.6357,95.9964,92.8518,86.8301,122.612,111.916,150.442,162.872,92.9565,100.944,166.099,52.9822,49.8364,49.8364,0,0,20
117.353,99.4729,93.8569,147.364,75.6799,145.188,152.915,153.475,82.1061,102.464,43.1829,95.9492,92.89,44.459,125.055,66.2914,147.969,164.014,132.956,100.965,126.079,35.6224,123.065,170.414,47.3494,51.4068,20
117.152,0,93.9575,69.3484,74.7129,145.427,148.655,150.138,78.7677,118.939,44.04,95.8202,106.13,87.2512,135.899,110.846,148.077,156.156,174.443,98.493,87.0636,53.3876,52.325,52.325,0,0,20
109.002,98.6274,102.336,147.37,93.808,86.3777,173.777,161.533,23.532,94.1166,24.7621,155.052,118.528,86.1158,149.854,108.848,146.382,166.5,134.64,105.75,119.61,60.5802,45.9988,45.9988,0,0,20
123.923,110.159,82.9658,130.765,89.4823,90.6687,171.089,155.814,23.3824,97.9779,24.7356,155.113,125.56,85.898,157.765,92.1326,145.627,135.123,134.975,97.824,127.201,52.7974,140.699,61.771,78.9277,0,20
116.917,110.98,84.5746,124.864,84.8601,95.6428,170.813,157.207,14.7845,110.537,24.1096,155.388,110.817,42.8315,143.134,49.4431,145.63,135.433,135.078,104.529,120.393,59.5203,114.075,61.9309,52.1442,0,20
133.855,111.369,86.0477,126.603,86.2015,94.3516,172.982,159.995,19.333,101.885,24.3485,155.098,110.744,24.9861,144.873,41.9416,143.746,153.977,133.894,116.512,109.594,53.3185,52.976,52.976,8.53774e-07,0,20
116.905,110.831,84.5602,125.085,77.7567,95.8375,162.406,156.389,23.2115,98.0457,31.386,155.02,106.292,43.8755,136.247,70.9554,147.991,159.679,135.064,106.358,118.578,72.0236,53.8335,53.8335,8.53774e-07,0,20
117.125,110.943,84.5484,124.92,85.0387,70.977,173.466,162.563,1.79037,98.2818,23.9974,179.987,110.588,43.3161,144.608,45.4678,143.938,126.96,134.976,113.453,111.572,57.1184,129.525,66.6801,62.8448,0,20
117.114,110.758,84.4458,125.093,84.7953,71.1148,174.537,166.098,2.14413,98.3933,24.2102,179.88,125.382,43.1501,157.6,52.9175,145.615,138.323,135.094,113.236,111.67,79.1279,62.1663,62.1663,0,0,20
127.377,110.604,74.4578,125.148,84.5579,95.5946,166.341,150.4,23.0283,110.796,26.4236,153.424,116.641,88.075,149.384,110.54,147.171,153.494,134.884,119.607,105.509,74.0945,56.876,169.879,133.245,43.8399,20
117.045,0,86.026,62.1035,67.9277,95.0726,146.673,148.95,31.552,93.5957,44.5913,152.408,116.549,46.0953,149.339,67.3635,147.225,153.502,152.555,119.676,87.7697,63.5092,53.4624,153.697,100.235,75.3039,20
116.987,0,86.1465,62.2125,93.7758,94.2312,175.937,149.946,23.1643,98.0719,18.8359,153.157,116.457,45.1447,150.832,67.6384,145.637,160.696,146.178,125.228,88.5931,62.2815,49.4577,49.4577,0,0,20
104.933,0,98.1161,62.26,94.0943,94.2288,179.179,160.061,23.2152,98.291,18.6336,153.043,116.932,4.41382,154.223,4.25415,142.766,127.605,146.027,126.705,87.2675,50.7323,65.0081,65.0081,8.53774e-07,0,20
112.57,108.699,86.6806,127.087,74.7161,99.1138,161.012,152.929,44.8864,86.1967,33.8727,152.297,116.819,44.7826,155.75,18.4724,141.053,87.0057,152.95,125.637,81.413,53.7684,118.326,80.2304,38.0955,0,20
112.493,0,89.137,60.8666,67.0439,87.8683,154.182,159.489,23.3357,103.131,44.0964,160.991,123.876,4.4764,160.622,4.44532,143.273,131.485,160.604,130.368,69.0281,58.4324,61.2385,61.2385,0,0,20
117.093,0,86.0995,62.3239,94.1742,94.2058,173.431,147.04,19.2869,102.007,18.5016,153.118,109.013,4.10771,144.051,21.238,144.985,160.017,153.307,122.086,84.6074,50.6358,127.273,49.1515,78.1212,0,20
105.04,0,100.007,64.7604,95.8731,92.5138,161.555,130.49,22.7342,98.7566,18.521,153.092,109.157,1.85617,141.979,10.1278,150.043,143.045,158.008,122.724,79.2682,73.8021,134.224,33.7246,167.948,85.6616,20
104.881,0,102.329,67.5348,114.94,90.3862,169.779,146.901,19.3502,102.089,1.53677,153.137,109.058,4.72087,144.108,25.2803,145.01,155.586,160.909,119.857,79.2342,74.7109,54.0619,179.445,125.383,53.1436,20
108.805,0,102.347,70.934,119.387,86.18,166.672,149.767,23.1945,98.4619,1.36072,153.072,116.246,45.4001,153.058,68.3069,146.256,35.7756,157.693,122.548,79.7584,92.4963,0,0,0,0,20
108.304,99.6039,109.21,153.733,125.704,78.7543,166.03,150.848,22.154,102.789,1.75357,153.788,116.334,45.253,153.006,67.6605,146.429,160.993,150.122,116.137,93.7404,79.2991,49.6806,49.6806,0,0,20
108.266,0,102.83,71.8906,94.9709,63.5987,166.018,147.048,0.382833,102.923,23.9742,177.456,92.9809,44.0738,122.366,69.0937,154.732,152.532,140.631,122.911,96.4582,71.7456,104.152,129.609,25.457,160.061,20
104.162,0,107.013,72.7161,94.5004,86.4363,162.243,141.356,19.2986,98.3258,24.2881,154.775,118.999,43.3826,149.729,61.4406,152.993,155.393,140.943,129.465,89.5919,78.9781,128.969,51.9525,77.0161,0,20
86.8325,0,113.694,79.511,127.337,52.9429,163.466,152.126,10.7192,126.139,1.84994,178.43,137.211,1.36175,171.716,28.4005,146.164,165.973,158,124.886,77.114,50.3964,8.35876,138.907,147.266,0.162642,20
104.759,0,102.459,68.4213,89.1832,107.719,168.542,153.713,32.248,106.788,25.0569,138.041,125.277,42.8356,157.289,52.7539,145.785,138.424,165.175,122.006,72.819,58.9697,91.1998,61.9422,29.2577,0,20
117.201,102.043,92.2192,145.379,92.6348,79.7983,170.893,154.74,3.11139,118.184,23.8087,163.758,118.79,0.51032,153.249,12.1796,143.413,96.1537,161.099,116.914,81.9873,53.3365,108.82,82.3165,26.5032,0,20
122.273,0,104.115,69.7741,92.2788,62.7009,173.032,159.886,13.6548,133.711,22.1485,177.128,119.898,41.0244,150.155,10.7253,148.176,154.689,158.654,115.861,85.4852,67.4134,14.2049,139.08,153.285,24.9467,20
134.347,0,86.1817,63.2268,86.9852,68.7328,171.222,157.341,9.76248,146.305,21.5361,177.254,139.171,3.27886,170.147,37.9423,147.342,141.069,158.705,115.734,85.5612,66.5849,23.6244,119.981,143.606,4.15667,20
141.191,0,88.3545,65.8241,88.7438,66.9038,173.504,162.47,2.44773,132.229,21.7284,177.376,120.679,22.56,150.875,8.40321,148.222,148.095,163.024,122.166,74.8106,72.9303,20.0844,129.005,149.089,1.96513,20
141.33,112.686,88.2728,128.941,70.3203,92.0587,150.618,152.871,26.9769,97.999,40.0953,157.526,95.2205,58.7024,123.818,27.2445,149.811,147.726,158.834,119.276,81.8899,53.6572,19.7229,133.226,152.948,5.28073,20
127.176,0,78.1309,63.7429,88.9331,66.6499,172.363,155.984,1.48904,126.205,19.4699,175.053,98.1126,5.63633,124.605,30.6283,149.739,151.744,163.075,127.591,69.334,37.1534,20.266,132.989,153.255,5.91487,20
144.267,155.545,76.1508,85.9587,86.0551,93.5239,169.116,153.672,18.8202,122.432,24.5216,155.899,93.1165,1.53827,123.866,31.6126,149.775,151.142,163.113,119.344,77.5423,53.7986,112.965,143.282,103.753,6.45142,20
144.331,126.398,76.0802,113.465,85.2953,94.1741,170.765,158.697,22.671,117.444,25.2129,155.318,93.1617,24.4095,123.908,9.13363,149.805,147.362,163.014,119.221,77.7651,71.0464,20.3561,127.054,147.41,0.038372,20
117.142,0,89.8721,66.1145,72.1845,90.2575,151.496,153.612,22.8129,98.6456,40.0883,157.47,96.4877,22.35,127.432,9.18309,147.639,147.91,158.725,128.069,73.2052,61.5879,20.3991,133.453,153.852,20.8757,20
127.382,127.906,80.0954,116.553,72.8204,65.3905,151.211,152.754,1.88506,123.898,39.3522,177.563,121.193,39.9417,149.585,13.0718,150.066,155.793,158.691,128.163,73.1468,61.5722,16.2926,142.199,158.492,20.1873,20
141.351,109.686,88.1345,132.805,88.7175,67.0582,174.451,158.36,1.5785,118.444,21.6619,177.438,120.58,22.566,150.742,5.49514,145.668,154.534,178.116,122.168,59.7159,58.4403,16.7972,135.411,152.208,5.80832,20
122.337,110.082,106.542,139.452,95.1277,60.18,171.109,154.725,13.8132,115.454,21.4581,176.766,138.717,40.0111,171.104,8.62981,143.215,147.416,161.02,116.642,82.3379,53.0223,20.2227,126.94,147.162,37.8044,20
104.936,0,106.623,72.7535,93.1842,78.2728,172.957,163.698,14.8755,103.033,25.4281,163.115,118.454,42.6336,152.812,12.1093,143.48,157.182,161.149,116.895,81.9557,45.2501,13.1939,135.841,149.035,1.84175,20
116.361,0,95.146,72.919,119.788,77.4032,159.759,159.409,0.0833323,119.925,1.02186,163.831,137.254,1.05658,172.241,33.8984,142.918,148.474,161.132,116.929,81.9394,45.3429,19.7937,129.373,149.167,1.67502,20
133.299,133.257,109.483,126.149,83.218,71.3414,151.479,153.535,10.7003,116.69,44.3611,161.079,116.403,45.3454,151.569,53.1046,147.729,142.498,162.438,119.476,78.0855,72.2039,57.7986,57.7986,0,0,20
126.127,173.988,105.487,70.2386,121.988,82.7167,162.314,157.142,14.28,132.303,1.55813,153.737,91.2949,4.17107,128.48,25.2257,142.833,165.432,160.917,113.483,85.6005,50.0381,47.5011,47.5011,8.53774e-07,0,20
108.572,152.87,109.446,107.331,82.3546,96.8709,143.56,146.242,35.9059,115.612,42.9672,137.807,93.9054,43.324,126.846,64.0159,147.559,159.635,158.323,122.459,79.2171,30.5836,51.365,51.365,0,0,20
91.3119,133.514,126.381,126.573,82.9744,80.1246,151.217,151.013,18.8639,107.048,42.3456,154.555,94.4133,0.422436,129.556,10.8012,145.232,150.251,143.651,115.541,100.809,25.2679,50.0758,50.0758,8.53774e-07,0,20
91.2022,133.824,126.483,126.46,84.0691,54.3726,155.803,160.216,15.0339,144.099,41.4552,179.897,93.9275,1.27823,126.751,7.07806,150.594,120.209,141.039,124.998,93.9636,30.4636,153.597,75.9465,77.6506,0,20
102.179,0,122.55,76.9499,96.5057,101.588,165.86,153.015,37.5809,119.512,24.8368,137.07,135.672,43.2723,168.549,56.7195,150.864,146.253,147.699,125.507,86.7946,56.6145,57.6872,57.6872,0,0,20
102.046,0,122.594,77.0281,96.5168,101.356,168.743,156.567,36.9098,123.186,24.9186,137.209,135.387,43.4741,165.936,56.9139,156.085,151.077,156.612,128.351,75.0375,74.6299,52.7202,52.7202,0,0,20
102.349,0,122.665,77.8124,78.3533,101.609,151.651,157.135,41.0124,112.624,42.9898,137.048,118.556,43.4376,149.138,59.774,152.668,143.891,141.114,125.012,93.8738,30.856,139.348,61.443,77.9049,0,20
91.4218,0,122.459,77.7397,79.6795,83.0987,145.061,144.125,14.6455,133.755,41.6502,155.572,93.8717,86.1389,128.916,111.96,145.37,164.79,133.109,115.751,111.14,41.3181,127.534,46.2222,81.3123,0,20
91.296,0,122.43,77.6941,119.735,83.4772,168.037,153.549,18.773,124.942,1.44148,155.346,93.779,86.0953,126.538,112.02,150.202,169.673,130.535,118.367,111.098,41.3213,142.084,44.213,97.8706,0,20
91.3279,0,122.47,77.6463,119.829,83.5656,170.779,150.411,18.2592,125.28,1.25631,155.349,93.269,43.3549,126.039,59.9719,147.543,149.293,133.097,115.662,111.241,24.5165,56.7743,56.7743,0,0,20
102.27,0,118.089,73.2758,115.279,105.895,171.109,152.385,36.2559,128.41,1.52217,137.303,93.1553,1.9831,125.994,11.3586,147.567,129.134,143.54,115.65,100.81,24.5121,69.7758,69.7758,0,0,20
102.249,0,118.036,73.2554,74.4308,105.705,144.247,148.612,36.7184,129.093,42.3943,137.47,93.7897,43.1925,126.681,56.8294,150.12,146.235,140.888,118.204,100.908,24.5064,56.9745,56.9745,0,0,20
102.315,0,118.078,73.3072,74.5397,123.531,143.746,143.52,54.0653,132.235,42.3276,119.601,93.6556,43.1949,126.54,42.0804,150.1,110.616,129.896,118.185,111.918,24.0678,78.6159,78.6159,0,0,20
102.325,0,118.142,73.3502,74.9153,105.991,144.013,145.797,41.037,127.909,41.9833,137.11,93.2294,2.37015,126.007,12.7357,147.622,130.206,143.421,115.66,100.919,24.0957,69.9576,69.9576,0,0,20
102.359,0,122.572,77.787,79.1744,101.315,148.562,153.185,36.2845,136.861,42.1765,137.334,117.855,86.135,152.254,112.327,145.948,157.077,143.525,115.574,100.901,41.3181,107.575,133.131,25.5554,1.08551,20
102.778,0,121.992,77.7824,79.6786,101.121,144.402,141.016,32.6496,142.384,41.6625,137.538,134.581,86.2132,171.109,112.451,143.704,36.7233,132.657,108.422,118.921,34.2895,0,0,0,0,20
91.4339,0,122.521,77.7706,120.903,100.776,168.778,143.45,24.8315,154.659,0.491468,137.829,93.2356,0.135853,129.989,26.2643,143.574,169.198,132.418,108.485,119.097,34.176,124.54,41.194,83.3457,0,20
102.715,135.037,122.069,122.17,79.849,119.054,147.364,143.848,43.1276,157.404,41.765,119.332,93.7075,0.430195,130.504,11.9114,143.492,148.859,132.485,108.649,118.866,29.9569,52.4718,52.4718,1.20742e-06,0,20
91.752,0,125.837,81.8782,40.5595,98.6638,107.71,152.52,30.4644,146.248,82.6896,138.087,95.201,84.0693,125.921,113.562,144.896,166.387,152.241,106.16,101.599,42.0562,45.9397,45.9397,1.20742e-06,0,20
116.621,0,101.537,81.1073,125.437,97.3402,163.954,150.579,20.3997,162.355,0.0930261,137.316,93.9618,1.0093,128.976,8.88493,142.756,134.441,134.627,97.7779,127.595,25.9995,172.404,65.4394,122.156,0,20
134.199,0,97.6806,77.104,122.455,100.02,162.939,155.793,24.105,154.663,1.13487,138.66,178.354,7.30579,139.832,1.27338,139.211,134.698,152.269,104.254,103.477,40.375,61.6358,61.6358,0,0,20
134.153,0,97.5506,77.0538,121.654,100.288,164.653,152.298,26.8908,139.444,0.282232,138.34,144.415,1.9108,178.512,20.1185,140.776,175.384,152.2,104.208,103.593,40.3407,91.14,159.783,109.077,0.532588,20
134.173,0,97.6553,77.065,120.946,100.639,165.423,152.231,28.3191,150.895,0.437742,137.977,132.234,1.51764,169.333,13.2789,140.767,96.9837,152.15,104.265,103.585,40.3216,155.62,81.9491,122.431,0,20
134.36,0,97.5785,76.9729,121.725,100.338,166.925,149.788,24.2935,159.212,0.507278,138.444,21.1178,2.31386,0,17.153,0,5.34221,0,0,0,0,0,0,0,0,20
149.105,0,97.5197,76.9653,121.355,82.7739,163.812,155.968,4.51159,159.55,0.116605,155.987,93.3713,0.109267,126.255,27.6578,144.901,163.261,152.408,104.013,103.579,58.1368,49.3429,49.3429,0,0,20
108.372,0,112.96,83.996,135.2,49.4448,154.554,159.664,20.1066,161.129,8.42227,176.223,176.409,19.8106,142.138,0,143.667,0,150.337,106.473,103.19,41.0851,0,0,0,0,20
123.059,0,92.2185,76.8928,124.436,56.0152,161.092,157.228,16.0738,137.816,1.70697,178.744,93.2409,0.283559,126.19,30.3303,147.378,157.047,158.482,115.389,86.129,66.4817,150.94,144.816,64.2442,0.0694705,20
123.237,0,92.1994,76.8907,124.769,55.8524,158.707,156.689,12.0195,108.141,4.18374,176.437,141.57,39.9609,174.528,8.58061,145.191,147.52,158.523,113.068,88.4086,39.1951,150.82,134.151,75.0294,4.19069,20
126.921,0,106.232,76.8101,81.6264,56.2515,155.104,156.433,18.4278,148.238,38.8733,176.751,137.676,40.6821,169.98,12.2973,145.755,157.191,150.599,108.182,101.219,20.7012,169.731,144.876,45.3937,0.210285,20
104.611,0,110.702,76.8509,81.2734,73.5233,155.774,160.116,14.5402,123.787,39.2575,165.946,96.5425,40.6749,127.326,7.82742,147.184,145.906,150.622,106.515,102.863,40.972,157.455,129.2,73.3448,9.33865,20
126.736,0,102.486,72.8725,94.3994,85.3283,171.742,156.335,18.3167,136.123,20.1163,160.156,139.784,39.0257,167.734,8.22334,148.062,142.802,150.617,106.423,102.961,58.0491,178.877,130.691,50.4327,6.26983,20
104.83,0,106.549,72.8562,94.3894,85.3818,174.909,159.567,6.90815,152.057,20.1011,160.128,122.771,38.8481,148.314,8.06967,150.537,142.764,158.52,112.858,88.6219,64.2219,174.575,130.726,54.6994,4.19365,20
116.897,0,95.9384,73.6599,79.2303,58.6989,157.067,155.512,21.8722,154.519,38.8092,176.738,120.564,32.1301,150.639,2.3031,148.129,141.238,175.606,106.812,77.5817,59.6985,172.883,126.064,46.8186,8.80421,20
116.832,129.363,98.3224,125.02,125.185,54.9946,158.12,159.61,19.7491,133.664,4.79038,175.389,174.679,49.5877,142.33,76.5184,145.666,151.673,174.898,106.488,78.6133,18.8184,159.238,137.682,63.0799,0.170011,20
116.869,128.882,95.9084,123.075,79.9915,58.1268,157.944,155.668,22.4461,142.109,35.9004,174.019,174.216,6.69533,143.965,33.7662,145.632,146.406,150.758,106.474,102.768,18.8244,179.582,130.697,49.7214,3.57585,20
116.999,109.154,92.1097,137.457,92.8956,62.6385,174.542,158.34,21.6611,150.765,19.4068,174.941,140.618,38.3436,168.695,9.04608,147.957,144.434,150.698,106.392,102.91,18.9182,179.056,125.997,54.9469,9.29906,20
116.985,109.463,94.3469,139.416,120.33,84.0339,160.222,158.39,2.14151,154.838,5.86006,161.497,174.732,38.2348,146.827,11.1821,148.153,146.535,158.561,112.814,88.6251,25.1835,166.028,126.01,67.9622,9.57389,20
117.132,0,94.4142,72.1264,120.332,59.0508,160.25,155.636,19.4616,151.406,3.72603,175.656,138.971,4.34313,169.042,33.5994,148.037,149.497,150.745,106.365,102.89,18.9126,151.679,137.673,70.6474,44.1001,20
117.08,0,94.3974,72.1063,120.082,76.6814,159.338,159.592,0.635588,147.701,3.48021,166.716,138.695,3.61334,168.785,34.3366,148.049,145.034,150.762,106.443,102.795,18.8509,23.1092,130.841,153.95,22.1263,20
117.042,130.238,98.3478,124.15,124.299,54.9425,159.089,159.586,18.4358,158.618,3.87325,175.368,139.303,4.53964,169.334,35.1601,148.121,145.02,158.491,106.769,94.7398,59.6928,23.1063,126.034,149.14,8.69194,20
158.859,0,78.1698,72.0287,121.326,82.958,162.761,153.605,6.02912,159.109,5.41605,161.132,140.599,38.406,168.46,12.1828,145.807,153.545,177.066,97.7212,85.2123,53.3338,174.72,17.4175,157.303,0,20
141.026,0,88.8146,71.9939,122.377,14.0034,161.732,153.425,58.5402,150.004,8.67253,127.708,145.536,52.7875,121.374,71.9525,147.342,155.196,177.062,104.186,78.7519,18.6074,160.492,132.704,27.7881,30.8788,20
127.282,0,79.8813,66.3956,116.05,63.1108,162.323,153.302,21.8133,162.056,8.42146,170.739,169.695,52.7827,148.132,70.3322,154.38,153.598,148.228,110.659,101.113,20.2276,136.114,130.622,5.49203,15.8371,20
127.379,0,79.7228,66.2836,90.0196,81.7278,168.291,149.786,2.26753,145.697,17.8559,170.397,83.7814,9.1783,59.4525,30.9701,151.976,152.651,148.271,103.347,108.382,54.25,178.095,132.381,49.524,23.6021,20
152.667,0,71.9664,66.2422,115.052,81.6889,163.354,153.099,5.23443,151.328,7.26594,170.525,170.009,9.49699,144.354,31.198,145.846,149.651,177.932,104.403,77.6648,59.7686,136.078,125.484,10.5937,20.3929,20
127.464,0,79.7594,66.2759,115.315,81.6439,163.053,153.19,2.31988,152.555,7.47282,170.514,83.7065,9.34862,59.4011,31.0439,149.707,149.698,175.51,106.9,77.5901,59.8362,136.081,122.396,13.6853,24.9916,20
117.489,0,91.7254,68.9853,117.81,61.6627,162.532,153.283,18.2232,158.662,10.0049,169.468,81.741,11.9822,61.8981,27.8527,154.364,156.422,148.21,110.569,101.221,20.4273,177.89,122.814,59.2956,15.9439,20
141.819,0,84.8006,68.9659,118.008,61.471,159.07,159.289,21.6572,162.221,8.16752,171.311,125.14,53.6384,99.3697,75.3352,148.121,149.618,174.71,106.438,78.8523,18.6489,159.249,120.036,39.2134,33.7836,20
117.527,0,91.6859,69.0066,118.233,60.9979,162.02,153.434,22.0839,159.659,8.32815,170.902,83.2523,53.5168,58.9827,72.8423,152.024,154.953,148.225,110.461,101.315,20.4592,163.603,123.016,40.5865,1.98019,20
127.202,0,79.9673,66.506,117.149,19.1134,158.113,159.52,62.3669,158.883,9.01312,127.249,147.839,9.18667,123.646,30.8649,147.335,149.775,161.092,110.543,88.3647,24.9702,179.845,130.764,49.081,23.9143,20
117.258,0,95.5284,72.8005,78.161,75.7777,154.095,156.254,6.20551,142.318,39.7048,166.357,120.374,41.1883,150.206,11.974,145.781,149.654,153.069,104.037,102.894,18.4838,176.113,134.157,49.7299,3.95424,20
148.747,85.8185,87.5269,164.647,120.167,84.2614,161.14,157.515,3.56143,156.54,5.80953,161.381,173.749,19.3063,145.724,0,147.99,0,150.656,106.414,102.929,18.7048,0,0,0,0,20
141.587,101.894,85.3658,145.488,92.1914,63.2267,175.031,159.61,14.0236,153.175,22.312,177.73,95.287,42.169,125.703,7.71676,147.946,147.309,150.505,106.51,102.985,58.523,174.451,17.338,157.113,0,20
141.62,102.016,85.3054,145.369,92.3953,62.9617,175.26,159.592,10.4425,147.086,21.9927,177.35,138.544,20.1683,171.126,0,145.667,0,150.508,106.463,103.03,58.2693,0,0,0,0,20
148.833,129.68,85.3841,119.261,92.4882,62.1534,175.373,159.683,14.0735,154.22,19.7435,174.385,140.912,18.7155,168.995,0,147.969,0,150.437,106.348,103.215,58.234,0,0,0,0,20
148.743,102.133,85.3465,145.243,92.1778,62.6094,175.041,159.64,10.1061,146.383,20.0627,174.85,140.242,82.423,168.387,46.195,147.97,140.315,150.484,106.346,103.17,58.9782,179.29,133.776,45.5138,23.9479,20
148.675,102.337,85.3469,145.054,92.4052,62.3136,175.224,159.624,17.4363,153.537,19.8208,174.54,141.052,38.7583,169.172,2.43705,147.987,137.296,150.506,106.393,103.102,58.8159,179.676,130.662,49.0148,6.40273,20
159.585,129.082,72.3869,117.244,72.4787,65.0984,154.07,156.331,14.0862,155.226,39.9902,177.567,120.321,83.2465,152.81,44.7347,143.46,140.117,177.019,97.5056,85.4753,53.6818,164.404,133.545,30.8587,24.11,20
117.314,129.051,91.8374,118.384,91.8618,87.1745,172.538,160.072,6.41353,147.983,22.5414,158.422,96.299,40.4758,127.156,7.55357,144.983,142.917,177.209,104.267,78.5242,18.3656,179.677,130.964,49.3586,13.9401,20
127.419,0,79.7576,66.2839,90.133,81.7521,169.405,153.55,3.52938,143.911,21.8775,166.237,138.766,39.8796,169.387,13.0641,144.968,157.944,178.093,104.36,77.5469,59.7616,159.53,140.046,19.4834,12.9329,20
127.445,0,76.003,62.4773,94.0636,93.4049,173.384,147.126,12.1478,146.745,14.4323,158.099,138.481,40.8155,170.943,8.2596,143.496,146.383,177.963,104.363,77.6742,60.382,177.402,133.83,48.7678,22.4953,20
117.532,0,91.6863,68.9707,117.638,79.6636,162.727,153.229,2.17477,155.523,5.63993,168.338,19.2973,50.6978,0,74.5346,0,152.684,0,0,0,0,151.642,132.866,18.776,5.43052,20
127.194,0,79.9579,66.511,116.555,63.6034,158.759,159.354,17.9793,147.134,8.3719,171.786,172.324,35.6118,163.404,11.5181,147.306,150.445,177.052,97.6325,85.3154,53.2299,156.012,129.046,26.9654,10.015,20
127.121,0,83.5197,70.031,119.231,60.1168,159.515,159.556,19.1482,154.563,5.6775,173.67,175.099,7.4331,156.476,32.1069,147.379,151.814,150.62,108.265,101.115,20.3045,176.726,133.879,49.3948,4.90903,20
127.058,155.516,83.5015,93.5527,119.507,59.7176,159.238,159.523,19.4346,154.52,5.90593,173.319,172.963,8.14721,142.959,34.2597,143.451,150.155,177.232,104.205,78.5629,18.5641,176.772,133.625,49.6026,5.02613,20
134.317,0,91.9224,69.1311,118.018,61.1255,159.187,159.518,19.5971,154.393,5.80517,173.339,127.926,7.5519,95.5225,35.5776,141.261,145.461,177.065,104.258,78.6765,18.6114,136.882,130.573,6.30839,3.81015,20
117.27,129.643,92.184,118.534,92.6122,62.1643,175.396,159.573,17.4792,146.874,19.6663,174.443,172.625,50.9077,142.186,77.3658,145.592,147.114,150.648,106.485,102.867,18.8131,179.329,130.65,50.0204,4.23987,20
117.085,128.97,92.0998,119.155,92.5724,62.7466,175.408,159.549,18.1465,151.394,19.6624,174.982,172.808,6.82697,142.327,37.1628,145.598,143.168,158.533,112.872,88.5943,64.2177,170.948,130.665,58.3866,13.6529,20
117.125,0,92.0811,69.7336,92.2809,79.9881,172.06,153.566,2.99986,153.412,22.0073,165.724,166.297,30.9394,133.072,65.2561,145.057,141.334,158.488,112.925,88.5875,25.0445,174.828,130.645,54.5271,3.88738,20
117.044,0,92.1298,69.7196,92.2953,79.8286,172.06,153.513,3.16169,153.304,19.859,168.017,128.803,7.17446,96.1854,37.5482,143.457,143.187,150.696,99.9869,109.317,52.7709,175.648,130.622,45.0262,4.14577,20
117.243,128.787,88.068,115.194,96.4109,91.4503,177.78,151.073,2.63709,158.3,13.9691,158.17,174.566,49.2298,139.654,81.8168,143.543,143.216,158.507,112.931,88.5623,25.096,179.931,130.619,49.3123,3.33398,20
122.197,0,102.353,68.4931,98.0858,89.9327,177.299,153.442,19.0531,140.654,16.4563,155.525,136.686,0.848918,173.609,41.5646,143.627,140.003,158.455,115.317,86.2281,68.1656,43.1667,137.643,179.19,19.7594,20
122.176,0,106.645,72.8008,95.0906,77.5587,173.588,157.143,0.307545,159.886,21.6079,165.743,166.063,4.29509,160.739,42.7444,145.206,137.322,158.509,113.027,88.4642,47.4413,139.946,130.791,89.2631,23.8187,20
122.16,0,106.599,72.8358,94.9644,77.6249,173.492,157.203,0.358063,155.617,21.7601,165.651,160.652,4.40934,166.203,39.1505,145.18,141.021,158.435,112.998,88.5678,47.2592,61.1299,130.712,168.158,4.79141,20
122.188,0,106.559,72.887,120.302,60.3771,157.945,160.447,17.0643,153.461,1.37675,179.302,176.875,46.8378,137.864,89.5777,141.43,135.077,150.927,115.501,93.5723,66.3443,144.249,130.632,85.1186,6.39523,20
122.376,0,102.39,68.578,115.593,89.723,159.683,159.127,8.23343,147.415,0.906766,155.591,178.484,1.97182,139.42,51.6071,141.449,128.228,158.466,115.407,86.1277,27.526,120.079,130.682,109.24,23.81,20
122.283,0,106.718,72.8779,94.9317,77.6084,173.395,157.208,3.88987,149.565,23.9479,163.512,137.001,25.8946,173.912,14.7476,143.5,140.053,158.55,115.48,85.9706,27.487,123.096,133.695,103.209,6.56678,20
134.32,0,88.2077,65.7078,96.3385,91.6366,178.77,157.179,11.4866,153.967,16.1385,155.886,137.669,1.79016,176.371,48.8918,141.729,130.776,158.621,115.456,85.9235,27.6038,127.51,129.735,102.755,24.8234,20
134.467,128.755,88.0554,115.189,96.1665,91.7987,177.563,151.009,15.1363,146.138,14.2261,157.809,176.381,39.6655,139.753,5.36081,141.75,130.8,158.679,115.416,85.9055,27.563,23.6999,130.655,154.355,23.6635,20
134.405,128.837,88.1397,115.128,96.143,91.8739,177.468,150.914,15.2098,148.159,14.2625,157.721,176.066,4.28857,141.111,45.0166,143.514,135.127,158.526,115.447,86.0264,66.4412,108.87,130.614,120.515,4.61802,20
134.391,0,88.1382,65.6892,113.959,66.3561,161.192,159.425,16.4327,157.551,3.51,176.805,130.888,5.56997,92.1489,51.111,139.638,130.227,158.592,115.327,86.0806,27.5779,108.588,125.637,125.775,1.44461,20
134.337,128.009,88.1793,115.167,96.751,66.5379,179.234,157.247,17.1616,162.561,13.7257,177.015,175.772,4.47781,139.14,45.206,141.734,135.106,158.604,108.589,92.8066,101.005,179.986,123.571,56.4151,0.0716135,20
